"level_1_id","payload","title"
"1","undergraduate","Undergraduate"
"2","postgraduate","Postgraduate"
"3","postgraduatediploma","Postgraduate Diploma"
"4","diploma","Diploma"
"5","phd","PhD"
"what is bvoc?","Bachelor of Vocational Education is a specialized undergraduate bachelor's degree which qualifies the graduate as a vocational teacher in public schools or trainer for private companies."
"What is the admission process of bvoc software development course?","To be eligible for B.Voc you need to have passing certificate of any higher-secondary and you should have percentage more than 55%."
"What is the admission process of the bvoc in multimedia course?","NULL"
"What is the admission process of the bvoc vfx course?","NULL"
"What is the attendance scheme in bvoc software development course?","The attendance scheme for the whole college is same i.e. You need tgo have minimum 75% of attendance to answer the exams."
"What is the campus placement rate in bvoc in multimedia course?","NULL"
"What is the campus placement rate in bvoc software development?","The first batch was passed out in 2019. Thirteen students were appeared in exam out of which ten are passed out and currently four are working at different places. "
"What is the campus placement rate in bvoc vfx course?","NULL"
"What is the credit system in bvoc in multimedia course?","NULL"
"What is the credit system in Bvoc?","NULL"
"What is the cut off point for bvoc course?","NULL"
"What is the cutoff for computer science degree?","Merit list is prepared based on 12th marks and students are admitted as per the merit list"
"What is the degree to be awarded after completion of the course","NULL"
"What is the difference between BA in mathematics and BSc in mathematics","NULL"
"What is the duration of bvoc in multimedia course?","NULL"
"What is the duration of bvoc software development course?","The degree is for 3 Years. There are 3 different exit points, If you leave the course in the first year you get the dimploma and if you leave in the second year you get advanced diploma and for the third year its the degree."
"What is the duration of each course","NULL"
"what is the eligibility criteria for bsc in biochemistry?","NULL"
"what is the eligibility criteria for bsc in biotechnology","NULL"
"what is the eligibility criteria for bsc in botany","NULL"
"what is the eligibility criteria for bsc in chemistry?","NULL"
"what is the eligibility criteria for bsc in computer science?","12th Science with Mathematics"
"what is the eligibility criteria for bsc in geography?","NULL"
"what is the eligibility criteria for bsc in geology?","NULL"
"what is the eligibility criteria for bsc in mathematics","NULL"
"what is the eligibility criteria for bsc in maths?","NULL"
"what is the eligibility criteria for bsc in physics?","NULL"
"what is the eligibility criteria for bsc in zoology","NULL"
"What is the eligibility criteria to get into BA?","NULL"
"What is the group size of students in the lab for bvoc software development course?","NULL"
"What is the outcome of Bsc computer science","Students pursue Masters in Computer Science or become entrepreneurs"
"What is the procedure to get into BA?","NULL"
"what is the scope of taking BA?","NULL"
"What is the size of each batch for practicals ?","NULL"
"What is the syllabus for the bvoc course?","NULL"
"What is the weight of each credit","NULL"
"what jobs can i apply for after BVOC in softwear devolopment","NULL"
"What kind of extra curricular activiies are provided here?","NULL"
"What kind of practicals are conducted?","NULL"
"What makes the BA in psychology interesting?","""Besides the core courses we offer 4 verticals as electives - lifespan development, applied psychology, individual and society, and biological foundations of Psychology. "
"What more does psychology course offer?","Besides the core courses we offer 4 verticals as electives - lifespan development, applied psychology, individual and society, and biological foundations of Psychology. "
"what other academic certificates or courses should I do to boost my BA degree value?","NULL"
"What percentage of students get interenship in computer science?","NULL"
"what qualifications are required for bsc in biochemistry?","NULL"
"what qualifications are required for bsc in biotechnology?","NULL"
"what qualifications are required for bsc in botany?","NULL"
"what qualifications are required for bsc in chemistry?","NULL"
"what qualifications are required for bsc in computer science?","12th Science with Mathematics"
"what qualifications are required for bsc in geography","NULL"
"what qualifications are required for bsc in geology?","NULL"
"what qualifications are required for bsc in mathematics?","NULL"
"what qualifications are required for bsc in maths?","NULL"
"what qualifications are required for bsc in zoology?","NULL"
"What qualifications are required for bvoc in multimedia course?","NULL"
"What qualifications are required for bvoc software development course.","To be eligible for B.Voc you need to have passing certificate of any higher-secondary and you should have percentage more than 55%."
"What qualifications are required for bvoc vfx course?","NULL"
"What research opportunities are available for undergraduates in BA in psychology?","Yes. In the third year, students are expected to do a project for 4 credits"
"What time does the college starts in the morning","NULL"
"What will be the topics in Economics whether it will be Major economic or Micro economic in the first semester?","NULL"
"What would we study in BA in BVoc?","NULL"
"What would we study in BA in CS?","NULL"
"What would we study in BA in psychology?","""In the first year you will study only the core courses in Psychology. "
"What's the fees for bsc in computer science","Around 22,000/-. Please contact Accounts Dept of College for the exact fees."
"Where will I find admission form","NULL"
"Which other courses should I take if I want to do master's in psychology?","If you want to do Master's in Psychology, I would strongly recommend that you take up Single Major in Psychology. The courses offered by the department are sufficient to create a strong basis for post graduate studies."
"Which teacher or sir I should meet if I want to know more about ba","NULL"
"Which teacher or sir I should meet if I want to know more about bsc in c.s","NULL"
"Which teacher or sir I should meet if I want to know more about bsc in chemistry","NULL"
"Which teacher or sir I should meet if I want to know more about bsc in computer science","NULL"
"Who are the professors of psychology subject?","NULL"
"what time is it right now?",NULL
